DATE,Rate_Asian,Rate_Black,Rate_White,Rate_Latino
11/1/2012,6.4,13.3,6.8,9.9
11/1/2012,6.4,13.3,6.8,9.9
11/1/2012,6.4,13.3,6.8,9.9
12/1/2012,6.6,14,6.9,9.6
12/1/2012,6.6,14,6.9,9.6
12/1/2012,6.6,14,6.9,9.6
12/1/2012,6.6,14,6.9,9.6
1/1/2013,6.5,13.7,7.1,9.7
1/1/2013,6.5,13.7,7.1,9.7
1/1/2013,6.5,13.7,7.1,9.7
1/1/2013,6.5,13.7,7.1,9.7
2/1/2013,6.1,13.8,6.8,9.7
2/1/2013,6.1,13.8,6.8,9.7
2/1/2013,6.1,13.8,6.8,9.7
2/1/2013,6.1,13.8,6.8,9.7
3/1/2013,5.0,13,6.7,9.3
3/1/2013,5.0,13,6.7,9.3
3/1/2013,5.0,13,6.7,9.3
3/1/2013,5.0,13,6.7,9.3
4/1/2013,5.1,13.3,6.7,9.0
4/1/2013,5.1,13.3,6.7,9.0
4/1/2013,5.1,13.3,6.7,9.0
4/1/2013,5.1,13.3,6.7,9.0
5/1/2013,4.3,13.4,6.7,9.0
5/1/2013,4.3,13.4,6.7,9.0
5/1/2013,4.3,13.4,6.7,9.0
5/1/2013,4.3,13.4,6.7,9.0
6/1/2013,5.0,14.2,6.6,9.1
6/1/2013,5.0,14.2,6.6,9.1
6/1/2013,5.0,14.2,6.6,9.1
6/1/2013,5.0,14.2,6.6,9.1
7/1/2013,5.7,12.6,6.5,9.4
7/1/2013,5.7,12.6,6.5,9.4
7/1/2013,5.7,12.6,6.5,9.4
7/1/2013,5.7,12.6,6.5,9.4
8/1/2013,5.1,12.8,6.4,9.2
8/1/2013,5.1,12.8,6.4,9.2
8/1/2013,5.1,12.8,6.4,9.2
8/1/2013,5.1,12.8,6.4,9.2
9/1/2013,5.3,13,6.3,8.8
9/1/2013,5.3,13,6.3,8.8
9/1/2013,5.3,13,6.3,8.8
9/1/2013,5.3,13,6.3,8.8
10/1/2013,5.2,12.8,6.3,9.1
10/1/2013,5.2,12.8,6.3,9.1
10/1/2013,5.2,12.8,6.3,9.1
10/1/2013,5.2,12.8,6.3,9.1
11/1/2013,5.3,12.3,6.1,8.7
11/1/2013,5.3,12.3,6.1,8.7
11/1/2013,5.3,12.3,6.1,8.7
11/1/2013,5.3,12.3,6.1,8.7
12/1/2013,4.1,11.9,5.9,8.3
12/1/2013,4.1,11.9,5.9,8.3
12/1/2013,4.1,11.9,5.9,8.3
12/1/2013,4.1,11.9,5.9,8.3
1/1/2014,4.8,12.1,5.7,8.3
1/1/2014,4.8,12.1,5.7,8.3
1/1/2014,4.8,12.1,5.7,8.3
1/1/2014,4.8,12.1,5.7,8.3
2/1/2014,6.0,11.8,5.8,8.2
2/1/2014,6.0,11.8,5.8,8.2
2/1/2014,6.0,11.8,5.8,8.2
2/1/2014,6.0,11.8,5.8,8.2
3/1/2014,5.4,12.1,5.8,7.9
3/1/2014,5.4,12.1,5.8,7.9
3/1/2014,5.4,12.1,5.8,7.9
3/1/2014,5.4,12.1,5.8,7.9
4/1/2014,5.7,11.6,5.3,7.2
4/1/2014,5.7,11.6,5.3,7.2
4/1/2014,5.7,11.6,5.3,7.2
4/1/2014,5.7,11.6,5.3,7.2
5/1/2014,5.3,11.4,5.4,7.7
5/1/2014,5.3,11.4,5.4,7.7
5/1/2014,5.3,11.4,5.4,7.7
5/1/2014,5.3,11.4,5.4,7.7
6/1/2014,5.1,11,5.3,7.8
6/1/2014,5.1,11,5.3,7.8
6/1/2014,5.1,11,5.3,7.8
6/1/2014,5.1,11,5.3,7.8
7/1/2014,4.5,11.6,5.3,7.7
7/1/2014,4.5,11.6,5.3,7.7
7/1/2014,4.5,11.6,5.3,7.7
7/1/2014,4.5,11.6,5.3,7.7
8/1/2014,4.5,11.4,5.3,7.4
8/1/2014,4.5,11.4,5.3,7.4
8/1/2014,4.5,11.4,5.3,7.4
8/1/2014,4.5,11.4,5.3,7.4
9/1/2014,4.3,11,5.1,6.8
9/1/2014,4.3,11,5.1,6.8
9/1/2014,4.3,11,5.1,6.8
9/1/2014,4.3,11,5.1,6.8
10/1/2014,5.0,10.6,4.9,6.8
10/1/2014,5.0,10.6,4.9,6.8
10/1/2014,5.0,10.6,4.9,6.8
10/1/2014,5.0,10.6,4.9,6.8
11/1/2014,4.8,10.9,5,6.6
11/1/2014,4.8,10.9,5,6.6
11/1/2014,4.8,10.9,5,6.6
11/1/2014,4.8,10.9,5,6.6
12/1/2014,4.2,10.6,4.7,6.4
12/1/2014,4.2,10.6,4.7,6.4
12/1/2014,4.2,10.6,4.7,6.4
12/1/2014,4.2,10.6,4.7,6.4
1/1/2015,4.1,10.3,4.9,6.7
1/1/2015,4.1,10.3,4.9,6.7
1/1/2015,4.1,10.3,4.9,6.7
1/1/2015,4.1,10.3,4.9,6.7
2/1/2015,4.1,10.1,4.7,6.8
2/1/2015,4.1,10.1,4.7,6.8
2/1/2015,4.1,10.1,4.7,6.8
2/1/2015,4.1,10.1,4.7,6.8
3/1/2015,3.1,9.9,4.8,6.8
3/1/2015,3.1,9.9,4.8,6.8
3/1/2015,3.1,9.9,4.8,6.8
3/1/2015,3.1,9.9,4.8,6.8
4/1/2015,4.2,9.7,4.7,6.8
4/1/2015,4.2,9.7,4.7,6.8
4/1/2015,4.2,9.7,4.7,6.8
4/1/2015,4.2,9.7,4.7,6.8
5/1/2015,3.9,10.3,4.8,6.8
5/1/2015,3.9,10.3,4.8,6.8
5/1/2015,3.9,10.3,4.8,6.8
5/1/2015,3.9,10.3,4.8,6.8
6/1/2015,4.1,9.7,4.6,6.7
6/1/2015,4.1,9.7,4.6,6.7
6/1/2015,4.1,9.7,4.6,6.7
6/1/2015,4.1,9.7,4.6,6.7
7/1/2015,4.2,9.1,4.5,6.9
7/1/2015,4.2,9.1,4.5,6.9
7/1/2015,4.2,9.1,4.5,6.9
7/1/2015,4.2,9.1,4.5,6.9
8/1/2015,3.4,9.4,4.4,6.6
8/1/2015,3.4,9.4,4.4,6.6
8/1/2015,3.4,9.4,4.4,6.6
8/1/2015,3.4,9.4,4.4,6.6
9/1/2015,3.5,9.3,4.4,6.2
9/1/2015,3.5,9.3,4.4,6.2
9/1/2015,3.5,9.3,4.4,6.2
9/1/2015,3.5,9.3,4.4,6.2
10/1/2015,3.5,9,4.4,6.3
10/1/2015,3.5,9,4.4,6.3
10/1/2015,3.5,9,4.4,6.3
10/1/2015,3.5,9,4.4,6.3
11/1/2015,3.9,9.4,4.4,6.4
11/1/2015,3.9,9.4,4.4,6.4
11/1/2015,3.9,9.4,4.4,6.4
11/1/2015,3.9,9.4,4.4,6.4
12/1/2015,4.0,8.5,4.4,6.2
12/1/2015,4.0,8.5,4.4,6.2
12/1/2015,4.0,8.5,4.4,6.2
12/1/2015,4.0,8.5,4.4,6.2
1/1/2016,3.7,8.5,4.2,5.9
1/1/2016,3.7,8.5,4.2,5.9
1/1/2016,3.7,8.5,4.2,5.9
1/1/2016,3.7,8.5,4.2,5.9
2/1/2016,3.9,8.6,4.2,5.5
2/1/2016,3.9,8.6,4.2,5.5
2/1/2016,3.9,8.6,4.2,5.5
2/1/2016,3.9,8.6,4.2,5.5
3/1/2016,3.9,8.9,4.3,5.6
3/1/2016,3.9,8.9,4.3,5.6
3/1/2016,3.9,8.9,4.3,5.6
3/1/2016,3.9,8.9,4.3,5.6
4/1/2016,3.6,8.8,4.4,6.2
4/1/2016,3.6,8.8,4.4,6.2
4/1/2016,3.6,8.8,4.4,6.2
4/1/2016,3.6,8.8,4.4,6.2
5/1/2016,3.9,8.2,4.2,5.7
5/1/2016,3.9,8.2,4.2,5.7
5/1/2016,3.9,8.2,4.2,5.7
5/1/2016,3.9,8.2,4.2,5.7
6/1/2016,3.7,8.7,4.3,6.0
6/1/2016,3.7,8.7,4.3,6.0
6/1/2016,3.7,8.7,4.3,6.0
6/1/2016,3.7,8.7,4.3,6.0
7/1/2016,4.1,8.2,4.2,5.4
7/1/2016,4.1,8.2,4.2,5.4
7/1/2016,4.1,8.2,4.2,5.4
7/1/2016,4.1,8.2,4.2,5.4
8/1/2016,4.2,8,4.4,5.6
8/1/2016,4.2,8,4.4,5.6
8/1/2016,4.2,8,4.4,5.6
8/1/2016,4.2,8,4.4,5.6
9/1/2016,3.8,8.5,4.4,6.2
9/1/2016,3.8,8.5,4.4,6.2
9/1/2016,3.8,8.5,4.4,6.2
9/1/2016,3.8,8.5,4.4,6.2
10/1/2016,3.3,8.5,4.4,5.7
10/1/2016,3.3,8.5,4.4,5.7
10/1/2016,3.3,8.5,4.4,5.7
10/1/2016,3.3,8.5,4.4,5.7
11/1/2016,3.0,8.2,4.2,5.6
11/1/2016,3.0,8.2,4.2,5.6
11/1/2016,3.0,8.2,4.2,5.6
11/1/2016,3.0,8.2,4.2,5.6
12/1/2016,2.6,8,4.2,5.8
12/1/2016,2.6,8,4.2,5.8
12/1/2016,2.6,8,4.2,5.8
12/1/2016,2.6,8,4.2,5.8
1/1/2017,3.8,7.5,4.2,5.8
1/1/2017,3.8,7.5,4.2,5.8
1/1/2017,3.8,7.5,4.2,5.8
1/1/2017,3.8,7.5,4.2,5.8
2/1/2017,3.5,8,4,5.6
2/1/2017,3.5,8,4,5.6
2/1/2017,3.5,8,4,5.6
2/1/2017,3.5,8,4,5.6
3/1/2017,3.2,7.8,3.8,5.0
3/1/2017,3.2,7.8,3.8,5.0
3/1/2017,3.2,7.8,3.8,5.0
3/1/2017,3.2,7.8,3.8,5.0
4/1/2017,3.1,7.7,3.9,5.2
4/1/2017,3.1,7.7,3.9,5.2
4/1/2017,3.1,7.7,3.9,5.2
4/1/2017,3.1,7.7,3.9,5.2
5/1/2017,3.5,7.7,3.7,5.2
5/1/2017,3.5,7.7,3.7,5.2
5/1/2017,3.5,7.7,3.7,5.2
5/1/2017,3.5,7.7,3.7,5.2
6/1/2017,3.8,6.9,3.8,5.0
6/1/2017,3.8,6.9,3.8,5.0
6/1/2017,3.8,6.9,3.8,5.0
6/1/2017,3.8,6.9,3.8,5.0
7/1/2017,4.0,7.3,3.8,5.1
7/1/2017,4.0,7.3,3.8,5.1
7/1/2017,4.0,7.3,3.8,5.1
7/1/2017,4.0,7.3,3.8,5.1
8/1/2017,4.0,7.7,3.9,5.1
8/1/2017,4.0,7.7,3.9,5.1
8/1/2017,4.0,7.7,3.9,5.1
8/1/2017,4.0,7.7,3.9,5.1
9/1/2017,3.5,7.2,3.7,5.1
9/1/2017,3.5,7.2,3.7,5.1
9/1/2017,3.5,7.2,3.7,5.1
9/1/2017,3.5,7.2,3.7,5.1
10/1/2017,2.9,7.6,3.6,5.0
10/1/2017,2.9,7.6,3.6,5.0
10/1/2017,2.9,7.6,3.6,5.0
10/1/2017,2.9,7.6,3.6,5.0
11/1/2017,3.0,7.5,3.7,4.9
11/1/2017,3.0,7.5,3.7,4.9
11/1/2017,3.0,7.5,3.7,4.9
11/1/2017,3.0,7.5,3.7,4.9
12/1/2017,2.4,6.7,3.7,5.0
12/1/2017,2.4,6.7,3.7,5.0
12/1/2017,2.4,6.7,3.7,5.0
12/1/2017,2.4,6.7,3.7,5.0
1/1/2018,3.1,7.5,3.5,4.9
1/1/2018,3.1,7.5,3.5,4.9
1/1/2018,3.1,7.5,3.5,4.9
1/1/2018,3.1,7.5,3.5,4.9
2/1/2018,3.0,6.8,3.6,4.9
2/1/2018,3.0,6.8,3.6,4.9
2/1/2018,3.0,6.8,3.6,4.9
2/1/2018,3.0,6.8,3.6,4.9
3/1/2018,3.0,6.7,3.5,4.9
3/1/2018,3.0,6.7,3.5,4.9
3/1/2018,3.0,6.7,3.5,4.9
3/1/2018,3.0,6.7,3.5,4.9
4/1/2018,2.7,6.3,3.6,4.7
4/1/2018,2.7,6.3,3.6,4.7
4/1/2018,2.7,6.3,3.6,4.7
4/1/2018,2.7,6.3,3.6,4.7
5/1/2018,2.0,5.9,3.5,4.8
5/1/2018,2.0,5.9,3.5,4.8
5/1/2018,2.0,5.9,3.5,4.8
5/1/2018,2.0,5.9,3.5,4.8
6/1/2018,3.4,6.4,3.5,4.6
6/1/2018,3.4,6.4,3.5,4.6
6/1/2018,3.4,6.4,3.5,4.6
6/1/2018,3.4,6.4,3.5,4.6
7/1/2018,3.3,6.5,3.4,4.5
7/1/2018,3.3,6.5,3.4,4.5
7/1/2018,3.3,6.5,3.4,4.5
7/1/2018,3.3,6.5,3.4,4.5
8/1/2018,3.0,6.3,3.5,4.7
8/1/2018,3.0,6.3,3.5,4.7
8/1/2018,3.0,6.3,3.5,4.7
8/1/2018,3.0,6.3,3.5,4.7
9/1/2018,3.5,6.1,3.3,4.6
9/1/2018,3.5,6.1,3.3,4.6
9/1/2018,3.5,6.1,3.3,4.6
9/1/2018,3.5,6.1,3.3,4.6
10/1/2018,3.1,6.5,3.4,4.4
10/1/2018,3.1,6.5,3.4,4.4
10/1/2018,3.1,6.5,3.4,4.4
10/1/2018,3.1,6.5,3.4,4.4
11/1/2018,2.7,6.1,3.4,4.7
11/1/2018,2.7,6.1,3.4,4.7
11/1/2018,2.7,6.1,3.4,4.7
11/1/2018,2.7,6.1,3.4,4.7
12/1/2018,3.1,6.7,3.4,4.5
12/1/2018,3.1,6.7,3.4,4.5
12/1/2018,3.1,6.7,3.4,4.5
12/1/2018,3.1,6.7,3.4,4.5
1/1/2019,3.2,7,3.5,4.7
1/1/2019,3.2,7,3.5,4.7
1/1/2019,3.2,7,3.5,4.7
1/1/2019,3.2,7,3.5,4.7
2/1/2019,3.2,7.1,3.2,4.3
2/1/2019,3.2,7.1,3.2,4.3
2/1/2019,3.2,7.1,3.2,4.3
2/1/2019,3.2,7.1,3.2,4.3
3/1/2019,3.0,6.5,3.3,4.5
3/1/2019,3.0,6.5,3.3,4.5
3/1/2019,3.0,6.5,3.3,4.5
3/1/2019,3.0,6.5,3.3,4.5
4/1/2019,2.1,6.5,3.2,4.1
4/1/2019,2.1,6.5,3.2,4.1
4/1/2019,2.1,6.5,3.2,4.1
4/1/2019,2.1,6.5,3.2,4.1
5/1/2019,2.3,6.1,3.3,4.2
5/1/2019,2.3,6.1,3.3,4.2
5/1/2019,2.3,6.1,3.3,4.2
5/1/2019,2.3,6.1,3.3,4.2
6/1/2019,2.3,5.8,3.3,4.3
6/1/2019,2.3,5.8,3.3,4.3
6/1/2019,2.3,5.8,3.3,4.3
6/1/2019,2.3,5.8,3.3,4.3
7/1/2019,3.0,5.8,3.3,4.4
7/1/2019,3.0,5.8,3.3,4.4
7/1/2019,3.0,5.8,3.3,4.4
7/1/2019,3.0,5.8,3.3,4.4
8/1/2019,2.9,5.4,3.5,4.2
8/1/2019,2.9,5.4,3.5,4.2
8/1/2019,2.9,5.4,3.5,4.2
8/1/2019,2.9,5.4,3.5,4.2
9/1/2019,2.4,5.4,3.2,4.0
9/1/2019,2.4,5.4,3.2,4.0
9/1/2019,2.4,5.4,3.2,4.0
9/1/2019,2.4,5.4,3.2,4.0
10/1/2019,2.8,5.6,3.3,4.2
10/1/2019,2.8,5.6,3.3,4.2
10/1/2019,2.8,5.6,3.3,4.2
10/1/2019,2.8,5.6,3.3,4.2
11/1/2019,2.6,5.6,3.2,4.3
11/1/2019,2.6,5.6,3.2,4.3
11/1/2019,2.6,5.6,3.2,4.3
11/1/2019,2.6,5.6,3.2,4.3
12/1/2019,2.4,6,3.2,4.3
12/1/2019,2.4,6,3.2,4.3
12/1/2019,2.4,6,3.2,4.3
12/1/2019,2.4,6,3.2,4.3
1/1/2020,3.2,6.3,3.1,4.3
1/1/2020,3.2,6.3,3.1,4.3
1/1/2020,3.2,6.3,3.1,4.3
1/1/2020,3.2,6.3,3.1,4.3
2/1/2020,2.5,6,3,4.4
2/1/2020,2.5,6,3,4.4
2/1/2020,2.5,6,3,4.4
2/1/2020,2.5,6,3,4.4
3/1/2020,4.1,6.8,3.9,5.9
3/1/2020,4.1,6.8,3.9,5.9
3/1/2020,4.1,6.8,3.9,5.9
3/1/2020,4.1,6.8,3.9,5.9
4/1/2020,14.3,16.6,14.1,18.8
4/1/2020,14.3,16.6,14.1,18.8
4/1/2020,14.3,16.6,14.1,18.8
4/1/2020,14.3,16.6,14.1,18.8
5/1/2020,14.8,16.8,12.3,17.6
5/1/2020,14.8,16.8,12.3,17.6
5/1/2020,14.8,16.8,12.3,17.6
5/1/2020,14.8,16.8,12.3,17.6
6/1/2020,13.9,15.2,10,14.5
6/1/2020,13.9,15.2,10,14.5
6/1/2020,13.9,15.2,10,14.5
6/1/2020,13.9,15.2,10,14.5
7/1/2020,12.2,14.4,9.2,12.8
7/1/2020,12.2,14.4,9.2,12.8
7/1/2020,12.2,14.4,9.2,12.8
7/1/2020,12.2,14.4,9.2,12.8
8/1/2020,10.7,12.8,7.4,10.6
8/1/2020,10.7,12.8,7.4,10.6
8/1/2020,10.7,12.8,7.4,10.6
8/1/2020,10.7,12.8,7.4,10.6
9/1/2020,8.8,12.1,7,10.4
9/1/2020,8.8,12.1,7,10.4
9/1/2020,8.8,12.1,7,10.4
9/1/2020,8.8,12.1,7,10.4
10/1/2020,7.5,10.9,6,8.9
10/1/2020,7.5,10.9,6,8.9
10/1/2020,7.5,10.9,6,8.9
10/1/2020,7.5,10.9,6,8.9
11/1/2020,6.7,10.4,6,8.6
11/1/2020,6.7,10.4,6,8.6
11/1/2020,6.7,10.4,6,8.6
11/1/2020,6.7,10.4,6,8.6
12/1/2020,5.8,10,6.1,9.4
12/1/2020,5.8,10,6.1,9.4
12/1/2020,5.8,10,6.1,9.4
12/1/2020,5.8,10,6.1,9.4
1/1/2021,6.8,9.2,5.7,8.6
1/1/2021,6.8,9.2,5.7,8.6
1/1/2021,6.8,9.2,5.7,8.6
1/1/2021,6.8,9.2,5.7,8.6
2/1/2021,5.1,9.8,5.5,8.4
2/1/2021,5.1,9.8,5.5,8.4
2/1/2021,5.1,9.8,5.5,8.4
2/1/2021,5.1,9.8,5.5,8.4
3/1/2021,5.9,9.5,5.3,7.7
3/1/2021,5.9,9.5,5.3,7.7
3/1/2021,5.9,9.5,5.3,7.7
3/1/2021,5.9,9.5,5.3,7.7
4/1/2021,5.6,9.7,5.3,7.7
4/1/2021,5.6,9.7,5.3,7.7
4/1/2021,5.6,9.7,5.3,7.7
4/1/2021,5.6,9.7,5.3,7.7
5/1/2021,5.5,9.1,5.1,7.1
5/1/2021,5.5,9.1,5.1,7.1
5/1/2021,5.5,9.1,5.1,7.1
5/1/2021,5.5,9.1,5.1,7.1
6/1/2021,5.9,9.2,5.3,7.2
6/1/2021,5.9,9.2,5.3,7.2
6/1/2021,5.9,9.2,5.3,7.2
6/1/2021,5.9,9.2,5.3,7.2
7/1/2021,5.5,8.2,4.8,6.4
7/1/2021,5.5,8.2,4.8,6.4
7/1/2021,5.5,8.2,4.8,6.4
7/1/2021,5.5,8.2,4.8,6.4
8/1/2021,4.6,8.7,4.5,6.2
8/1/2021,4.6,8.7,4.5,6.2
8/1/2021,4.6,8.7,4.5,6.2
8/1/2021,4.6,8.7,4.5,6.2
9/1/2021,4.1,7.8,4.2,6.1
9/1/2021,4.1,7.8,4.2,6.1
9/1/2021,4.1,7.8,4.2,6.1
9/1/2021,4.1,7.8,4.2,6.1
10/1/2021,4.1,7.8,3.9,5.7
10/1/2021,4.1,7.8,3.9,5.7
10/1/2021,4.1,7.8,3.9,5.7
10/1/2021,4.1,7.8,3.9,5.7
11/1/2021,3.7,6.5,3.7,5.2
11/1/2021,3.7,6.5,3.7,5.2
11/1/2021,3.7,6.5,3.7,5.2
11/1/2021,3.7,6.5,3.7,5.2
12/1/2021,3.6,7.1,3.2,4.9
12/1/2021,3.6,7.1,3.2,4.9
12/1/2021,3.6,7.1,3.2,4.9
12/1/2021,3.6,7.1,3.2,4.9
1/1/2022,3.7,6.9,3.4,4.9
1/1/2022,3.7,6.9,3.4,4.9
1/1/2022,3.7,6.9,3.4,4.9
1/1/2022,3.7,6.9,3.4,4.9
=======
,DATE,Rate_Asian,Rate_Black,Rate_White,Rate_Latino
0,1/1/2000,4.0,8.2,3.4,5.6
1,1/1/2000,4.0,8.2,3.4,5.6
2,1/1/2000,4.0,8.2,3.4,5.6
3,1/1/2000,4.0,8.2,3.4,5.6
4,2/1/2000,3.4,8.1,3.6,5.7
5,2/1/2000,3.4,8.1,3.6,5.7
6,2/1/2000,3.4,8.1,3.6,5.7
7,2/1/2000,3.4,8.1,3.6,5.7
8,3/1/2000,4.1,7.4,3.5,6.1
9,3/1/2000,4.1,7.4,3.5,6.1
10,3/1/2000,4.1,7.4,3.5,6.1
11,3/1/2000,4.1,7.4,3.5,6.1
12,4/1/2000,3.1,7,3.4,5.5
13,4/1/2000,3.1,7,3.4,5.5
14,4/1/2000,3.1,7,3.4,5.5
15,4/1/2000,3.1,7,3.4,5.5
16,5/1/2000,3.5,7.7,3.5,5.8
17,5/1/2000,3.5,7.7,3.5,5.8
18,5/1/2000,3.5,7.7,3.5,5.8
19,5/1/2000,3.5,7.7,3.5,5.8
20,6/1/2000,4.9,7.8,3.4,5.6
21,6/1/2000,4.9,7.8,3.4,5.6
22,6/1/2000,4.9,7.8,3.4,5.6
23,6/1/2000,4.9,7.8,3.4,5.6
24,7/1/2000,4.1,7.7,3.5,5.8
25,7/1/2000,4.1,7.7,3.5,5.8
26,7/1/2000,4.1,7.7,3.5,5.8
27,7/1/2000,4.1,7.7,3.5,5.8
28,8/1/2000,3.8,7.9,3.6,5.9
29,8/1/2000,3.8,7.9,3.6,5.9
30,8/1/2000,3.8,7.9,3.6,5.9
31,8/1/2000,3.8,7.9,3.6,5.9
32,9/1/2000,3.3,7.3,3.5,5.8
33,9/1/2000,3.3,7.3,3.5,5.8
34,9/1/2000,3.3,7.3,3.5,5.8
35,9/1/2000,3.3,7.3,3.5,5.8
36,10/1/2000,3.3,7.3,3.4,5.1
37,10/1/2000,3.3,7.3,3.4,5.1
38,10/1/2000,3.3,7.3,3.4,5.1
39,10/1/2000,3.3,7.3,3.4,5.1
40,11/1/2000,3.3,7.3,3.5,6.0
41,11/1/2000,3.3,7.3,3.5,6.0
42,11/1/2000,3.3,7.3,3.5,6.0
43,11/1/2000,3.3,7.3,3.5,6.0
44,12/1/2000,2.7,7.4,3.5,5.7
45,12/1/2000,2.7,7.4,3.5,5.7
46,12/1/2000,2.7,7.4,3.5,5.7
47,12/1/2000,2.7,7.4,3.5,5.7
48,1/1/2001,3.8,8.2,3.6,5.8
49,1/1/2001,3.8,8.2,3.6,5.8
50,1/1/2001,3.8,8.2,3.6,5.8
51,1/1/2001,3.8,8.2,3.6,5.8
52,2/1/2001,3.3,7.7,3.7,6.1
53,2/1/2001,3.3,7.7,3.7,6.1
54,2/1/2001,3.3,7.7,3.7,6.1
55,2/1/2001,3.3,7.7,3.7,6.1
56,3/1/2001,3.2,8.3,3.7,6.2
57,3/1/2001,3.2,8.3,3.7,6.2
58,3/1/2001,3.2,8.3,3.7,6.2
59,3/1/2001,3.2,8.3,3.7,6.2
60,4/1/2001,3.3,8,3.9,6.4
61,4/1/2001,3.3,8,3.9,6.4
62,4/1/2001,3.3,8,3.9,6.4
63,4/1/2001,3.3,8,3.9,6.4
64,5/1/2001,3.6,7.9,3.8,6.3
65,5/1/2001,3.6,7.9,3.8,6.3
66,5/1/2001,3.6,7.9,3.8,6.3
67,5/1/2001,3.6,7.9,3.8,6.3
68,6/1/2001,4.7,8.3,4,6.6
69,6/1/2001,4.7,8.3,4,6.6
70,6/1/2001,4.7,8.3,4,6.6
71,6/1/2001,4.7,8.3,4,6.6
72,7/1/2001,4.5,8,4,6.2
73,7/1/2001,4.5,8,4,6.2
74,7/1/2001,4.5,8,4,6.2
75,7/1/2001,4.5,8,4,6.2
76,8/1/2001,5.7,9.1,4.3,6.5
77,8/1/2001,5.7,9.1,4.3,6.5
78,8/1/2001,5.7,9.1,4.3,6.5
79,8/1/2001,5.7,9.1,4.3,6.5
80,9/1/2001,5.5,8.9,4.3,6.7
81,9/1/2001,5.5,8.9,4.3,6.7
82,9/1/2001,5.5,8.9,4.3,6.7
83,9/1/2001,5.5,8.9,4.3,6.7
84,10/1/2001,5.3,9.5,4.7,7.1
85,10/1/2001,5.3,9.5,4.7,7.1
86,10/1/2001,5.3,9.5,4.7,7.1
87,10/1/2001,5.3,9.5,4.7,7.1
88,11/1/2001,5.4,9.8,4.9,7.3
89,11/1/2001,5.4,9.8,4.9,7.3
90,11/1/2001,5.4,9.8,4.9,7.3
91,11/1/2001,5.4,9.8,4.9,7.3
92,12/1/2001,5.2,10.1,5.1,7.7
93,12/1/2001,5.2,10.1,5.1,7.7
94,12/1/2001,5.2,10.1,5.1,7.7
95,12/1/2001,5.2,10.1,5.1,7.7
96,1/1/2002,5.6,10,5.1,7.8
97,1/1/2002,5.6,10,5.1,7.8
98,1/1/2002,5.6,10,5.1,7.8
99,1/1/2002,5.6,10,5.1,7.8
100,2/1/2002,5.6,9.9,5,7.0
101,2/1/2002,5.6,9.9,5,7.0
102,2/1/2002,5.6,9.9,5,7.0
103,2/1/2002,5.6,9.9,5,7.0
104,3/1/2002,5.6,10.5,5,7.5
105,3/1/2002,5.6,10.5,5,7.5
106,3/1/2002,5.6,10.5,5,7.5
107,3/1/2002,5.6,10.5,5,7.5
108,4/1/2002,5.9,10.7,5.2,8.0
109,4/1/2002,5.9,10.7,5.2,8.0
110,4/1/2002,5.9,10.7,5.2,8.0
111,4/1/2002,5.9,10.7,5.2,8.0
112,5/1/2002,5.9,10.2,5.1,7.1
113,5/1/2002,5.9,10.2,5.1,7.1
114,5/1/2002,5.9,10.2,5.1,7.1
115,5/1/2002,5.9,10.2,5.1,7.1
116,6/1/2002,6.9,10.5,5.1,7.4
117,6/1/2002,6.9,10.5,5.1,7.4
118,6/1/2002,6.9,10.5,5.1,7.4
119,6/1/2002,6.9,10.5,5.1,7.4
120,7/1/2002,6.2,9.8,5.2,7.4
121,7/1/2002,6.2,9.8,5.2,7.4
122,7/1/2002,6.2,9.8,5.2,7.4
123,7/1/2002,6.2,9.8,5.2,7.4
124,8/1/2002,6.5,9.8,5.1,7.5
125,8/1/2002,6.5,9.8,5.1,7.5
126,8/1/2002,6.5,9.8,5.1,7.5
127,8/1/2002,6.5,9.8,5.1,7.5
128,9/1/2002,5.4,9.7,5.1,7.4
129,9/1/2002,5.4,9.7,5.1,7.4
130,9/1/2002,5.4,9.7,5.1,7.4
131,9/1/2002,5.4,9.7,5.1,7.4
132,10/1/2002,5.6,9.8,5.1,7.9
133,10/1/2002,5.6,9.8,5.1,7.9
134,10/1/2002,5.6,9.8,5.1,7.9
135,10/1/2002,5.6,9.8,5.1,7.9
136,11/1/2002,5.6,10.7,5.1,7.8
137,11/1/2002,5.6,10.7,5.1,7.8
138,11/1/2002,5.6,10.7,5.1,7.8
139,11/1/2002,5.6,10.7,5.1,7.8
140,12/1/2002,5.9,11.3,5.1,7.9
141,12/1/2002,5.9,11.3,5.1,7.9
142,12/1/2002,5.9,11.3,5.1,7.9
143,12/1/2002,5.9,11.3,5.1,7.9
144,1/1/2003,5.6,10.5,5.2,7.9
145,1/1/2003,5.6,10.5,5.2,7.9
146,1/1/2003,5.6,10.5,5.2,7.9
147,1/1/2003,5.6,10.5,5.2,7.9
148,2/1/2003,6.0,10.7,5.1,7.7
149,2/1/2003,6.0,10.7,5.1,7.7
150,2/1/2003,6.0,10.7,5.1,7.7
151,2/1/2003,6.0,10.7,5.1,7.7
152,3/1/2003,6.5,10.3,5.1,7.8
153,3/1/2003,6.5,10.3,5.1,7.8
154,3/1/2003,6.5,10.3,5.1,7.8
155,3/1/2003,6.5,10.3,5.1,7.8
156,4/1/2003,5.8,10.9,5.3,7.6
157,4/1/2003,5.8,10.9,5.3,7.6
